tokens,onerilen_konular
"['rezalet', 'ötesi', 'amaçsız', 'kullanışsız', 'bir', 'uygulama', 'turkcellden', 'başka', 'bir', 'beklenmezdi', 'zaten', 'keşke', 'bunu', 'yapmaya', 'emek', 'harcamasaydınız', 'para', 'çekip', 'duruyor', 'karttan', 'faturam', 'ödenmiyor']","a, h, ö, e, ö"
"['lanetli', 'bir', 'vallahi', 'şifre', 'girdik', 'onayladı', 'sonra', 'lanet', 'olsun', 'tekrar', 'tekrar', 'şifre', 'yenileme', 'diyor', 'duzteceltecek', 'cevap', 'verecek', 'müşteri', 'hizmetleri', 'ilgilenmiyor']","ş, t, ş, ş, v"
"['yıldız', 'olsa', 'onu', 'işaretlerim', 'almadığım', 'kataloğu', 'aldınız', 'yazıyor', 'böyle', 'sahtekarlık', 'yok', 'birde', 'turkcell', 'uygulaması', 'olacak', 'yazıklar', 'olsun', 'almadiğim', 'paketi̇', 'aldiniz', 'yaziyor']","a, i, a, y, o"
"['sakın', 'bulaşmayın', 'öyle', 'böyle', 'dolandırıcı', 'değiller']","d, s, b, b, s"
"['nedir', 'bakayım', 'dedim', 'bir', 'uygulama', 'kestiler', 'sonra', 'kart', 'aidatı', 'dediler', 'keseceklermiş', 'kartı', 'iptal', 'edemiyorum', 'haram', 'olsun', 'paralar']","k, k, s, k, k"
"['salla', 'kazan', 'yapıyorum', 'sürekli', 'hata', 'veriyor', 'böyle', 'son', 'uygulamayı', 'kalidiracam', 'olacak']","s, k, u, h, s"
"['böyle', 'bir']","b, b, b"
"['ben', 'böyle', 'berbat', 'geri', 'zekalı', 'bir', 'uygulama', 'görmedim', 'şifremi', 'unutum', 'yenilicem', 'kurtarma', 'kodu', 'istiyor', 'bilmiyorum', 'block', 'koyuyor', 'sonderece', 'boş', 'bir', 'uygulama', 'berbat']","ş, k, u, g, ş"
"['hesabımdaki', 'parayla', 'fatura', 'ödemesi', 'yapamıyorum', 'doğrulama', 'kodu', 'göndermiyor', 'i̇lk', 'böyle', 'bir', 'durumla', 'karşılaşıyorum', 'bir', 'uygulama', 'böyle', 'paycell', 'turkcelle', 'ait', 'bir', 'kurum', 'değil', 'turkcell', 'faturamı', 'ödemek', 'istediğim', 'zaman', 'benden', 'komisyon', 'ücreti', 'alıyor']","ö, h, f, t, f"
"['yıldız', 'verdim', 'mesale', 'oyuna', 'para', 'yatırsan', 'arkadaşın', 'kart', 'bilgilerini', 'görse', 'parayı', 'arkadaşın', 'gizliden', 'çeker', 'oyununa', 'yatırı', 'bunu', 'çozseler', 'iyi', 'olur', 'paycelin', 'kurucusu']","a, o, p, p, y"
"['uygulama', 'düzgün', 'çalışmıyordu', 'bende', 'silip', 'tekrar', 'yüklemek', 'istedim', 'fakat', 'telefonununz', 'uygulama', 'uyumlu', 'değil', 'hatası', 'karşılaştımsorun', 'benim', 'cihazdan', 'kaynaklıdır', 'başka', 'bir', 'telefona', 'yüklemek', 'istedim', 'aynı', 'sorun', 'onda', 'var', 'sunuda', 'belirtmek', 'isterim', 'ikinci', 'denedigim', 'android', 'güncel', 'cihaz', 'böyle', 'bir', 'sorun', 'oldu']","a, d, a, t, t"
"['uygulama', 'sürekli', 'puan', 'veri', 'yor', 'onu', 'sadaka', 'niyetine', 'veriyorsunuz', 'galibaa', 'kollan', 'masak', 'iyi', 'yanii', 'paycell', 'uygulamasını', 'insan', 'ları', 'kandırmak', 'tan', 'vaz', 'geçin', 'türkcell']","u, l, u, n, s"
"['para', 'yüklenmiyor', 'sürekli', 'böyle', 'uygulamanın', 'içine', 'edilmiş', 'resmen', 'yapacağınız', 'uygulamanın', 'şimdi']","u, y, u, u, b"
"['kart', 'ekle', 'diyorum', 'kart', 'ekli', 'gözükmüyor', 'ayrıca', 'kimlik', 'okutmak', 'saat', 'uğraşmanız', 'gerek', 'heleki', 'yüz', 'ayrıca', 'kimliğin', 'arka', 'yüzünü', 'tarattigimda', 'saat', 'uğraştan', 'sonra', 'hata', 'veriyor', 'dua', 'paycell', 'papara', 'hesabım', 'kapandı', 'yoksa', 'papara', 'tam', 'yol', 'ileri', 'gidiyordum', 'yazıklar', 'olsun', 'size']","d, k, k, h, a"
"['uygulama', 'zaten', 'birçok', 'sorun', 'varken', 'şimdi', 'arasında', 'sattıkları', 'kartlarda', 'bir', 'içinde', 'bozuluyor', 'çözüm', 'olarak', 'tekrar', 'kart', 'satın', 'almamızı', 'öneriyorlar', 'böyle', 'saçma', 'bir', 'kurum', 'yok']","s, k, k, k, t"
"['uygulama', 'kadar', 'hırsız', 'bir', 'uygulama', 'yok', 'beni', 'borçlandirmis', 'sözde', 'birsey', 'indirmiştim', 'şifre', 'göndermişler', 'girmişim', 'böyle', 'bireyden', 'haberim', 'yok', 'tamamen', 'benim', 'kontrolüm', 'dışında', 'olan', 'birsey', 'itiraz', 'ediyorum', 'gerekli', 'mercilere', 'başvuru', 'yapacağım']","i, ş, b, ş, b"
"['arkadaşlar', 'kesinlikle', 'buraya', 'üye', 'olmayın', 'müşteri', 'hizmetleri', 'iletişime', 'geçeceğiniz', 'kimse', 'yok', 'para', 'yatırdım', 'hesabıma', 'hesabım', 'gözükmüyor', 'diğer', 'hesaba', 'aktarmak', 'tam', 'gündür', 'bekliyorum', 'hala', 'herhangi', 'bir', 'haber', 'yok', 'gün', 'arıyorum', 'yok', 'şuraya', 'ilettik', 'yok', 'böyle', 'yok', 'sistem', 'gitti', 'yok', 'oldu', 'mağdur', 'olursunuz', 'kesinlikle', 'para', 'yaptırmayın', 'uygulama', 'turkcell', 'birlikli', 'türkcell', 'bir', 'firma', 'bunla', 'işbirliği', 'yapıyor', 'kesinlikle', 'bunu', 'anlamıyorum', 'yazıklar', 'olsun']","o, y, h, y, h"
"['i̇ki', 'aydır', 'mail', 'atıyorum', 'müşteri', 'hizmetlerini', 'arıyorum', 'bir', 'işlem', 'şifresi', 'rakamlı', 'şifre', 'sizin', 'tarafınızdan', 'şifre', 'gelmiyor', 'yapmalıyım', 'sürekli', 'sizimi', 'arayıp', 'durmalıyız', 'yada', 'müşteri', 'memnuniyeti', 'anlamış', 'değilim', 'var', 'zaman', 'sistem', 'kullanmayalım', 'iyi', 'yada', 'kaldırın', 'uygulamayı']","i, ş, ş, m, ş"
"['lanet', 'girsin', 'böyle', 'uygulamaya', 'içine', 'bile', 'giremiyorum', 'bulduysa', 'alah', 'bin', 'belasını', 'versin', 'insanı', 'çileden', 'çıkarıyo']","g, i, b, g, b"
"['abonelerden', 'diğer', 'operatörlere', 'göre', 'fazla', 'para', 'kazanan', 'türkcell', 'yetmememiş', 'birde', 'paycell', 'para', 'kazanayım', 'demiş', 'normalde', 'bedavaya', 'yapılan', 'işlemler', 'paycellde', 'aşırı', 'komisyon', 'alıyorlar', 'devletin', 'denetlemesi', 'yokmu', 'vatandaşı', 'böyle', 'kandıra', 'kandıra', 'para', 'alıyor', 'bunun', 'uygulamalar', 'kapatılmalı', 'birde', 'ceza', 'verilmeliki', 'bidaha', 'yapamasınlar']","k, p, f, b, a"
"['sayın', 'peycell', 'uygulama', 'şifrem', 'bloke', 'olmuştur', 'şifremi', 'yenileyemiyorum', 'telesekreter', 'bizden', 'işlem', 'uygulama', 'sifresi', 'istiyor', 'aksi', 'halde', 'müşteri', 'temsilciniz', 'yok', 'benim', 'hesabım', 'açılmazsa', 'türkcell', 'paycell', 'adına', 'hukuki', 'işlem', 'başlatacagim', 'haberiniz', 'olsun', 'saygılarımla', 'arz', 'ederim']","u, ş, ş, h, ş"
"['şifre', 'bölümünde', 'reklam', 'uygulama', 'reklamı', 'çıkıyor', 'böyle', 'saçmalık', 'olurmu', 'şifremi', 'giriş', 'yapamıyorum', 'bölümde', 'reklam', 'olduğu', 'ilgilenen', 'olurmu']","ş, r, ş, b, ş"
"['uygulama', 'bir', 'yıldızı', 'bile', 'haketmiyor', 'kere', 'günlük', 'aldım', 'kalan', 'puanlarım', 'eylülde', 'son', 'buluyor', 'puanlar', 'boşa', 'gitmesin', 'günlük', 'instagram', 'almak', 'istedim', 'puanlarınla', 'satın', 'almak', 'istediğin', 'katalogta', 'aylık', 'maksimum', 'limitine', 'ulaştığın', 'işlemini', 'gerçekleştiremiyoruz', 'iyi', 'ben', 'önce', 'günlük', 'instagram', 'paketini', 'almadım', 'limit', 'doluyor', 'bir', 'saçmalık', 'diğer', 'paketlerle', 'alakası', 'var', 'tamamen', 'berbat', 'bir', 'uygulama']","i, g, i, p, a"
"['şifremi', 'unuttum', 'yenilemeye', 'çalışıyorum', 'eski', 'şifremi', 'istiyor', 'turkcell', 'helal', 'olsun', 'uygulamanız', 'berbat', 'ötesi', 'biseyide', 'doğru', 'yapın']","e, ş, ş, ş, u"
"['sizin', 'yapacağınız', 'uygulamadında', 'verdiğiniz', 'hizmetinde', 'lanet', 'olsun', 'iğrenc', 'bşr', 'uygulama', 'uygulamayı', 'bloke', 'ettim', 'diyorum', 'beni', 'müşteri', 'hizmetlerine', 'yönlendiriyor', 'ortada', 'uygulamaya', 'girilen', 'şifre', 'istiyor', 'ulan', 'şifreyi', 'bilsem', 'zaten', 'girerim', 'bşr', 'türkcele', 'gecersem', 'namerdim', 'berbat', 'bir', 'uygulama', 'iprenc', 'ötesi']","u, g, ş, ş, ş"
"['öncelikle', 'fatura', 'ödeme', 'seçeneğine', 'giriyorum', 'işleme', 'şuan', 'devam', 'edemiyoruz', 'sorunu', 'çıkıyo', 'herşeyde', 'bunu', 'söylüyo', 'uygulama', 'oldu', 'böyle', 'son', 'güncellemelerde', 'kötü', 'hal', 'aldı', 'turkcellden', 'soğuttunuz', 'insanı']","g, s, ö, f, ö"
"['yazıklar', 'olsun']","y, y, o"
"['sakın', 'yüklemeyin', 'hesap', 'giriş', 'yapılmıyor', 'hata', 'veriyor', 'youtube', 'premium', 'ücretsiz', 'diyor', 'şifre', 'gönderdik', 'diyor', 'yalan', 'şifre', 'filan', 'yok', 'sonra', 'hesaptan', 'para', 'çekiyorlar', 'konuyu', 'hemen', 'çözmek', 'isteriz', 'dediniz', 'mail', 'attım', 'yine', 'çözemediniz', 'anlaşılan', 'işi', 'bilmiyorsunuz', 'yada', 'işinize', 'gelmiyor', 'bir', 'yıldız', 'bile', 'size', 'yazıklar', 'olsun', 'çözemiyorsunuz', 'lütfen', 'kendinizi', 'zorlamayın', 'olmuyor', 'çözeceğinizi', 'bilmiyorsunuz']","o, ç, o, ç, ç"
"['bunların', 'allah', 'belasını', 'versin', 'böyle', 'sistem', 'olmaz', 'nekadar', 'bitik', 'bir', 'sistem', 'faturasız', 'hat', 'kullanıyorsun', 'limit', 'veriyorlar', 'para', 'yukluyorsun', 'bunun', 'bilgisini', 'vermiyorlar', 'baramizla', 'rezil', 'oluyoruz', 'sakın', 'yuklemeyi', 'programı', 'nalet', 'bir', 'uygulama', 'kimseye', 'önermiyorum']","s, f, k, p, l"
"['para', 'yükleyince', 'yüklenmiyor', 'saat', 'içinde', 'iptal', 'ediliyor', 'bence', 'sistem', 'hatası', 'düzelmeli']","y, s, i, b, h"
"['kart', 'ekleme', 'limitiniz', 'doldu', 'diyor', 'eklenmiş', 'adet', 'kartım', 'bile', 'yok', 'böyle', 'uygulamanın', 'amini', 'skm']","k, k, e, a, k"
"['paycell', 'uygulamasına', 'girin', 'gunluk', 'hediye', 'kazanin', 'turkcell', 'den', 'sms', 'geldi', 'yaptım', 'hicbirsey', 'olmadi', 'dunyanin', 'kötü', 'uygulamasi', 'boyle', 'uygulamam', 'olacağına', 'santim', 'olsun', 'iyi']","y, b, s, h, g"
"['payselleben', 'defalarca', 'iptal', 'ettirdim', 'halen', 'soygunculuk', 'yapıyorsunuznalet', 'olsun', 'aldığınız', 'para', 'haram', 'olsunilgili', 'aboneliklerimin', 'kapatılmasını', 'istiyorumfakat', 'para', 'koparmak', 'kapatmıyorlar']","a, i, d, k, o"
"['bir', 'yıldız', 'dahi', 'uygulama', 'fazla', 'kadar', 'berbat', 'para', 'transfer', 'ederken', 'olsun', 'türlü', 'konuda', 'zorluyor', 'kesinlikle', 'tavsiye', 'etmem', 'rezalet', 'bir', 'uygulama', 'diğer', 'uygulamar', 'kendini', 'günden', 'güne', 'geliştiriyorken', 'turkcell', 'günden', 'güne', 'rezalet', 'bir', 'duruma', 'düşürüyor', 'kendini']","k, g, t, y, b"
"['hesabıma', 'para', 'transferi', 'yapılmasına', 'rağmen', 'para', 'hiçbir', 'şekilde', 'hesabımda', 'görünmüyor', 'lütfen', 'yardımcı', 'olun', 'böyle', 'olmaz']","h, h, h, ş, h"
"['gün', 'önce', 'kartım', 'calisiyodu', 'bugün', 'bir', 'sipariş', 'vericektim', 'sorun', 'yaşandı', 'yazdaı', 'paycell', 'girdimde', 'paranin', 'goruktü', 'yerde', 'kart', 'ekleyin', 'yazıyordu', 'olan', 'parama', 'oldu', 'alım', 'kulanim', 'demeyin', 'paraların', 'giti', 'bidaha', 'kullanırsam', 'olsun', 'paramı', 'vermezler', 'büyük', 'ihtimal']","k, ö, k, y, g"
"['tamammiyle', 'berbat', 'atmde', 'para', 'yatirmaya', 'çalışıyorim', 'bankaniz', 'izin', 'vermedi', 'diyor', 'karta', 'verdigim', 'lira', 'çöpe', 'gitti', 'onun', 'yerine', 'bir', 'çekirdek', 'alirdim', 'yaziklar', 'olsun', 'almayin', 'aldirtmayin']","b, ç, p, b, ç"
"['gördüğüm', 'saçma', 'beceriksiz', 'uygulama', 'olabilir', 'müşteri', 'hizmetleri', 'yardımcı', 'olmuyor', 'uygulamaya', 'yönlendiriyor', 'uygulamada', 'dedikleri', 'şeyi', 'yapmak', 'mümkün', 'değil', 'bize', 'ulaşın', 'kısmı', 'işlevsiz', 'i̇nsan', 'düzeltsenize', 'uygulamayı', 'umarım', 'batarsınız', 'zihniyeti', 'değiştirmezseniz']","b, d, u, u, y"
"['uygulamaya', 'girmiyor', 'şifre', 'yazma', 'yeri', 'gidiyor', 'açınca', 'madem', 'halt', 'ediyorsunuz', 'düzgün', 'yapın', 'böyle', 'uygulama', 'olmasın']","g, ş, ş, h, u"
"['son', 'güncellemelerden', 'değişikliklerden', 'sonra', 'uygulama', 'berat', 'bir', 'hal', 'aldı', 'sifre', 'değiştirmek', 'istiyorum', 'şifremi', 'değiştirmem', 'tekrar', 'şifre', 'istiyor', 'böyle', 'bir', 'saçmalık', 'olabilirmi', 'hemen', 'bunun', 'düzelmesini', 'talep', 'ediyorum', 'kısa', 'sürede', 'bununla', 'ilgili', 'herhangi', 'bir', 'süreç', 'olmazsa', 'adet', 'paycell', 'hesabımı', 'kapatıp', 'siliyorum', 'durumu', 'yaşayanların', 'aynı', 'hareketi', 'yapmaya', 'davet', 'ediyorum', 'iyi', 'günler']","ş, t, ş, d, i"
"['uygulama', 'güzel', 'değil', 'yüklendiğinden', 'beri', 'bir', 'kere', 'bile', 'olsun', 'iki', 'yüz', 'puan', 'vermedi', 'full', 'yüz', 'puan', 'veriyor', 'yüz', 'puan', 'gelmiyor', 'kadar', 'olmaz']","p, p, k, d, p"
"['ödeme', 'yapamadım', 'paramıda', 'geri', 'alamıyorum', 'müşteri', 'temsilcisiyle', 'görüşemiyorum', 'türkcell', 'şubeme', 'gittim', 'bizimle', 'alakalı', 'deyil', 'yanıtını', 'aldım', 'bir', 'yıldız', 'sadece', 'görüntü', 'olsun', 'verdim', 'paramı', 'geri', 'istiyorum', 'muhatap', 'yok', 'bir', 'dolandırıcılık']","y, ö, p, p, v"
"['uygulamayı', 'kazayla', 'yükledim', 'ardından', 'sildim', 'faturama', 'küsur', 'ödeme', 'yansıdı', 'yükleme', 'hatası', 'tarafıma', 'ait', 'deyip', 'itiraz', 'etmedim', 'tekrar', 'benzer', 'bir', 'sorun', 'yaşanmaması', 'turkcell', 'yetkililerini', 'aradım', 'ilgilenmiyoruz', 'sizi', 'paycell', 'yönlendirelim', 'dediler', 'sonra', 'paycell', 'müşteri', 'hizmetlerini', 'aradım', 'paralo', 'almadan', 'işlem', 'yapmıyorlar', 'önce', 'parola', 'alıp', 'aktif', 'etmem', 'gerekiyormuş', 'aktif', 'değilse', 'benden', 'ücret', 'aldınız', 'aktifse', 'iptal', 'etmiyorsunuz', 'zaten', 'bence', 'gereksiz', 'bir', 'uygulama']","u, a, h, y, k"
"['şifre', 'yenileme', 'maili', 'gelmiyor', 'maile', 'gelen', 'linkten', 'girince', 'şifre', 'istiyor', 'böyle', 'saçmalık', 'olur']","ş, ş, g, ş, g"
"['paycel', 'para', 'çekmek', 'istedim', 'çekemesim', 'faturaya', 'yansıdı', 'şimdi', 'lirada', 'faiz', 'alarak', 'odeme', 'yapacam', 'fatura', 'hesaptan', 'çıkmıyor', 'ödeme', 'yapıcam', 'üstünü', 'balen', 'olsun']","ç, f, y, p, f"
"['paycell', 'otomatik', 'ödeme', 'talimatı', 'ver', 'haftalık', 'kazan', 'diyordu', 'fakat', 'henüz', 'tanımlanmadı', 'nedir', 'böyle']","o, ö, v, h, h"
"['paycell', 'şifremle', 'uygulamaya', 'giriş', 'yapamıyorum', 'son', 'güncellemeden', 'sonra', 'böyle', 'oldu', 'bundan', 'sonra', 'karttan', 'fatura', 'ödeme', 'yapmıycam', 'sorun', 'büyük']","ö, p, g, k, ş"
"['salla', 'kazan', 'ilk', 'puan', 'veriyordu', 'sonra', 'puana', 'düşürdüler', 'şimdi', 'puana', 'düşürmüşler', 'vermeyin', 'iyi', 'uygulama', 'kadar', 'rezil', 'düzenbaz', 'bir', 'uygulama', 'görmedim', 'turkcellin', 'uygulamalari', 'böyle', 'kesinlikle', 'destek', 'vermeyin', 'bunlara']","p, p, p, d, k"
"['iyi', 'bir', 'sistem', 'olabilir']","s, b, s, i, i"
"['kadar', 'boş', 'bir', 'uygulama', 'olamaz', 'turkcell', 'böyle', 'uygulamaları', 'artık', 'kaldırması', 'gerekiyor', 'bir', 'avantaj', 'yok', 'şuan', 'siliyorum']","o, a, u, u, a"
"['şuanda', 'herşey', 'güzel', 'umudediyorumki', 'iyi', 'gider']","u, i, h, g, i"
"['rezillik', 'gündür', 'i̇stanbul', 'kart', 'yüklemesi', 'yapamıyorum', 'şuan', 'işlem', 'gerçekleştiremiyoruz', 'uyarısı', 'veriyor', 'zaman', 'düzelecek', 'türkcell', 'bir', 'altyapısı', 'çalıştigini', 'görsek', 'keşke']","d, t, g, a, t"
"['beğenmedim', 'giriş', 'yaptım', 'telefonu', 'değiştirmek', 'zorunda', 'kaldım', 'artık', 'giriş', 'yapamadım', 'türkseli', 'aradım', 'sesli', 'yanıt', 'sistemine', 'bağladı', 'böyle', 'sorumsuz', 'bir', 'görmedim', 'uygulamayı', 'tavsiye', 'etmiyorum']","t, y, a, b, g"
"['böyle', 'ugulama', 'olmaz', 'olsun']","u, o, b, o, b"
"['emtia', 'işlemlerinden', 'altın', 'almıştım', 'şimdi', 'satmak', 'istiyorum', 'işleminiz', 'gerçekleştirilemiyor', 'diyor', 'olamaz', 'böyle']","a, i, a, ş, s"
"['cüzdan', 'kısmında', 'mayıstan', 'beri', 'kartta', 'görülüyor', 'halbuki', 'som', 'işlem', 'tllik', 'iade', 'böyle', 'imkansız', 'evvela', 'paycell', 'aynen', 'iadeiptal', 'edilmiş', 'ödemeleri', 'karta', 'yeni', 'yükleme', 'yapmak', 'olarak', 'sayıyorur', 'yüzden', 'aylık', 'limite', 'takılmıştır', 'düşündüysem', 'nisandak', 'yüklemeden', 'geçince', 'nihayet', 'sonuncuya', 'yer', 'açılmış', 'olmalıydı', 'mayısta', 'kart', 'hala', 'gösteriyor', 'ayrı', 'acaiblik', 'olarak', 'nisanda', 'lifebox', 'ücreti', 'kesilmiş', 'bizde', 'onu', 'kullanmış', 'yokken']","ö, c, m, k, c"
"['bir', 'uygulama', 'hesaba', 'giriş', 'yapamıyorum', 'böyle', 'yapıyorsun', 'sorunu', 'çözün', 'ekibinizle']","y, y, y, g, ç"
"['allah', 'aşkına', 'para', 'çekebiliyorum', 'ödeme', 'yapabiliyorum', 'önceden', 'böyle', 'değildi']","ç, p, ö, a, ö"
"['ben', 'böyle', 'berbat', 'bir', 'uygulama', 'görmedim', 'canlı', 'destek', 'temsilciler', 'bir', 'şekilde', 'yardımcı', 'olmuyor', 'anca', 'baştan', 'savma', 'laflar', 'konuşuyorlar', 'operatörü', 'değiştireceğim', 'böyle', 'rezillik', 'görmedim']","u, r, y, o, o"
"['payfix', 'gectim', 'iyi', 'paycell', 'yetkili', 'servis', 'turkcell', 'girevlileri', 'asla', 'musteriyle', 'ilgilenmiyor', 'payfix', 'guvenli', 'iyi']","g, i, g, m, g"
"['bir', 'aydır', 'bloke', 'kaldıramıyorum', 'lanet', 'olsun']","b, k, k, a, b"
"['yav', 'kampanya', 'yapmışsız', 'salla', 'puan', 'topla', 'die', 'yıldır', 'haftada', 'puan', 'verisiz', 'bidahaki', 'haftaya', 'puanda', 'gidir', 'ztn', 'biraz', 'fazla', 'puan', 'verin', 'yada', 'bırakın', 'puanları', 'biriktirelim', 'olmaz', 'böyle', 'biraz', 'böyle', 'devam', 'ederse', 'uygulamayı', 'kullanmayı', 'bırakacam', 'haberiniz', 'olsun', 'ayıp', 'bişey', 'madem', 'böyle', 'yapisiz', 'salla', 'toplayı', 'kökten', 'kaldırın', 'yavv']","b, k, p, k, b"
"['beğenmedim', 'email', 'adresi', 'istiyorum', 'normalde', 'telefon', 'isteyeceğini', 'beğenmeme', 'sebebi', 'ondan', 'güzel', 'inna', 'kolay', 'telefon', 'numarası', 'isteyip', 'kodu', 'yönlendiriyor', 'ondan', 'sonra', 'inmez', 'yaptırıyor', 'bize', 'sıfır', 'atıyor', 'bence', 'uygulamayı', 'kullanmayın', 'ininal', 'kullanın', 'toslaya', 'bilmem', 'tosla', 'denemedim', 'ilk', 'denediğimde', 'güzeldi', 'toslada', 'eminoğlu', 'paycell', 'sordum', 'kredi', 'kartı', 'alacağım', 'bunun', 'yüzünden', 'turkcellde', 'değiştireceğim', 'türk', 'telekom', 'yapacağım', 'şikayetçiyim', 'tane', 'avukata']","t, b, k, t, t"
"['bir', 'işe', 'yaramıyor', 'süresi', 'dolduğu', 'kart', 'değiştirmek', 'istedim', 'müşteri', 'hizmetleri', 'cevap', 'vermiyor', 'sürekli', 'kartınız', 'bloke', 'oldu', 'diyor', 'düzeltme', 'işlemi', 'yapmıyor', 'kartı', 'iade', 'almadılar', 'iptal', 'etmediler', 'size', 'ödediğim', 'para', 'zehir', 'zıkkım', 'olsun', 'saygılarımla']","k, y, k, k, d"
"['düzgün', 'para', 'gönderebiliyoruz', 'göndermeyi', 'başarabilirsek', 'paranın', 'hesaba', 'yansıması', 'yarım', 'saat', 'sürüyor', 'alışveriş', 'yapıyosun', 'onların', 'sisteminde', 'doğrulama', 'smsi', 'gönderildi', 'olarak', 'gözüküyor', 'sms', 'ulaşmıyor', 'salla', 'topla', 'kampanyası', 'desen', 'bir', 'hafta', 'var', 'bir', 'hafta', 'yok', 'puan', 'anca', 'veriyor', 'puanların', 'süresi', 'hafta', 'doluyor', 'doğru', 'düzgün', 'bişeyinden', 'yararlanamıyosunuz', 'çağ', 'dışı', 'uygulamayı', 'sırf', 'bedava', 'internet', 'alıcam', 'kullanmaya', 'gerek', 'yok', 'böyle', 'sistemler', 'başarısız', 'olmaya', 'mahkumdur']","p, b, y, g, p"
"['kötü', 'keşke', 'yıldız', 'olsa']","k, y, y, k, o"
"['kardeşim', 'telefonumun', 'ekranı', 'kırık', 'dokunmatiği', 'bozuk', 'telefonun', 'arayüzünü', 'bile', 'göremiyorum', 'farklı', 'bir', 'cihaza', 'geçiş', 'yapıp', 'paycelli', 'yüklediğimde', 'eski', 'cihazimdan', 'bozuk', 'olduğunu', 'belirtmeme', 'rağmen', 'onay', 'vermemi', 'istiyor', 'kafayı', 'yediniz', 'onay', 'vermem', 'gerekiyor', 'ilahi', 'bir', 'güç', 'yoluyla', 'sms', 'atsana', 'varda', 'böyle', 'gereksiz', 'saçma', 'sapan', 'şeylerle', 'uygulamayı', 'kullanılmaz', 'yapıyosunuz']","b, t, c, k, t"
"['ben', 'böyle', 'bir', 'uygulama', 'görmedim', 'şifremi', 'unuttum', 'tıklıyorum', 'şifrenizi', 'değiştirmek', 'şifrenizi', 'girin', 'diyo', 'ben', 'böyle', 'uygulamanın']","ş, d, ş, g, ş"
"['diğer', 'uygulama', 'içi', 'ana', 'ekrandaki', 'butonların', 'dizaynı', 'ilgili', 'sayfa', 'düzeni', 'tamamen', 'saçma', 'dokunmatik', 'telefonumda', 'hediyeler', 'kısmına', 'gireceğim', 'zaman', 'uygulamadan', 'çıkıyor', 'aşırı', 'fazla', 'mükemmel', 'saygı', 'değer', 'turkcell', 'uygulamasının', 'hediyeler', 'butonu', 'benim', 'telefonumun', 'altındaki', 'geri', 'tuşu', 'neredeyse', 'aynı', 'hizada', 'paycell', 'faturama', 'yansıtma', 'özelliğini', 'kullanmadığım', 'aylarda', 'ücret', 'alınıyorsa', 'öyledir', 'heh', 'certainly', 'haram', 'olsun', 'hıh']","e, b, d, t, b"
"['iyi', 'iyi']","i, i"
"['ben', 'böyle', 'başka', 'yerde', 'görmedim', 'şifremi', 'unuttuma', 'tıklıyorum', 'mail', 'geliyor', 'linke', 'tıklıyorum', 'parolamı', 'soruyoryav', 'şifremi', 'bilseydim', 'zaten', 'parolayı', 'unuttuma', 'tıklamazdım', 'şifrenizi', 'unutunca', 'şifrenizi', 'soruyor', 'deistiremiyorsunuz']","t, ş, ş, p, u"
"['para', 'çekme', 'işlemini', 'kaldirdiniz', 'ayrica', 'aylik', 'kullanim', 'ucreti', 'para', 'gonderme', 'masrafi', 'şeyler', 'hic', 'bankada', 'kalmadi', 'artik', 'bir', 'olsun', 'kullanicinin', 'aktif', 'kullanmasini', 'istiyorsaniz', 'ucretleri', 'kaldirmaniz', 'lazim']","p, m, b, h, b"
"['şifremi', 'unuttum', 'şifre', 'sıfırlama', 'linkine', 'girdiğimde', 'bana', 'eski', 'şifremi', 'soruyor', 'böyle', 'saçmalık', 'ilk', 'görüyorum', 'zaten', 'unuttuğum', 'sıfırlama', 'yapmak', 'istiyorum', 'şaka', 'mısınız', 'koskoca', 'turkcellin', 'yaptığı', 'uygulamaya', 'bak', 'şifremi', 'unuttum', 'sıfırlama', 'yapamıyorum', 'rezillik']","u, ş, ş, e, ş"
"['ben', 'uzun', 'zamandır', 'kullanıyorum', 'başlarda', 'iyi', 'kampanyası', 'doğruydu', 'aydır', 'trendyol', 'kampanyasına', 'katılıyorum', 'vaadlerini', 'gerçekleştirmiyor', 'kartımda', 'para', 'olmasına', 'rağmen', 'trendyol', 'siparişimi', 'onayladığim', 'bakiye', 'yetersiz', 'diyor', 'yazık', 'bide', 'turksele', 'bağlı', 'yazık']","t, k, i, k, r"
"['benim', 'anlamadığım', 'yan', 'uygulamalarda', 'kadar', 'veri', 'harcanıyor', 'fazla', 'veri', 'harcamanızı', 'istiyor', 'bence', 'alsanız', 'iyi', 'olur']","v, v, f, k, h"
