lemmas,Puan,Tarih
"['kullan', 'başla', 'neredeyse', 'rağmen', 'gir', 'calistigimda', 'yok', 'bakiye', 'mevcut', 'güvenlik', 'neden', 'oturum', 'sonlanmistir', 'hata', 'başla', 'türlü', 'gir', 'sikayetvar', 'cozeceklerini', 'söyle', 'kısa', 'süre', 'mağduriyet', 'gider', 'iste', 'düzenle', 'hesap', 'hafta', 'süreç', 'sonunda', 'sorun', 'çöz', 'teşekkür', 'ancak', 'sonra', 'kullan', 'karar']",4,2025-11-07 10:41:17
"['bütün', 'puan', 'yan', 'kullandirmadi', 'tuzak', 'başka', 'değil']",1,2025-11-07 10:35:30
"['tamamen', 'rezalet', 'giriş', 'tıkla', 'telefon', 'numara', 'gir', 'kod', 'dakika', 'bekle', 'yine', 'lütfen', 'hata', 'düzel']",1,2025-11-07 07:37:42
"['hesap', 'güvenlik', 'sebep', 'oturum', 'sonladrmistr', 'rezil', 'kendi', 'para', 'rezil', 'böyle', 'yok', 'muhatap', 'bile', 'bul']",1,2025-11-06 23:22:27
"['düzen', 'fatura', 'yansı', 'limit', 'kullan', 'ragmenbugun', 'haber', 'ani', 'limit', 'dusurmeniz', 'anlam', 'sabah', 'alisveris', 'kasa', 'mağdur', 'hala', 'yoz', 'yok']",1,2025-11-06 19:18:36
"['müşteri', 'hizmet', 'bağ', 'ara', 'bura', 'hizmet', 'hesap', 'para', 'kal', 'hiçbir', 'şekil', 'kart', 'işlem', 'acil', 'dönüş', 'bekle']",5,2025-11-06 17:49:42
"['karanlık', 'mod', 'geti̇ri̇n', 'hemen']",1,2025-11-06 17:26:04
"['sev', 'kullan', 'fakat', 'puan', 'karşılık', 'gün', 'düşük', 'herşey', 'zam', 'puan', 'karşılık', 'art', 'puan', 'iyi', 'kal', 'olay', 'store', 'sakız', 'para', 'artık', 'anlam', 'puan', 'birik']",5,2025-11-06 17:25:03
"['önce', 'limit', 'yüksel', 'sonra', 'tekrar', 'düşür', 'mantık', 'yem', 'bilgi', 'asla', 'asla', 'tavsiye', 'turkcell', 'ait', 'kullan', 'büyük', 'pişman']",1,2025-11-06 05:06:12
"['dahi', 'harca', 'kuruş', 'geri', 'manyakişler']",5,2025-11-06 04:44:00
"['beğendi', 'bayağı', 'güzel']",5,2025-11-05 23:05:18
"['nbc', 'hesap', 'yüksel', 'işlem', 'yapmiyorayrica', 'işlem', 'yapmadiysaniz', 'i̇çi̇n', 'kes', 'çakal']",1,2025-11-05 20:08:40
"['kot', 'hesabi', 'dogrulayamiyorum', 'bile']",1,2025-11-05 19:00:30
"['arayüz', 'yavaş', 'isim', 'yanlış', 'gözük', 'posta', 'isim', 'değişik', 'talep', 'geri', 'dön']",3,2025-11-05 07:07:20
"['baglanmasi', 'biraz', 'zaman', 'menü', 'ara', 'gez', 'bazen', 'takıl', 'cihaz', 'acilista', 'don', 'problem', 'yasa']",4,2025-11-04 22:18:41
"['böyle', 'kimlik', 'oku', 'selfie', 'ekran', 'izin', 'birdaha', 'izin', 'birdaha', 'izin', 'sonra', 'fed', 'onaylıyamiyoruz']",1,2025-11-04 21:14:26
"['kimlik', 'doğrula', 'selfie', 'aşama', 'sonra', 'biraz', 'bekle', 'sonra', 'hata', 'yaş', 'küçük', 'veli', 'onay', 'kimlik', 'doğrula', 'gerek']",1,2025-11-04 19:54:40
['kötü'],1,2025-11-04 19:03:15
"['giriş', 'işlem', 'üst', 'çık', 'kendiliğinden', 'lütfen', 'sorun', 'çöz']",2,2025-11-04 19:02:07
['iyi'],5,2025-11-04 18:19:25
"['banka', 'kes', 'faiz', 'iki', 'kat', 'kes', 'kullan']",1,2025-11-04 17:48:40
"['yaklaşık', 'gün', 'önce', 'kayıt', 'çalış', 'sim', 'kart', 'bura', 'yaz', 'numara', 'aynı', 'olmadigini', 'söyle', 'doğru', 'yasa', 'bugün', 'birdaha', 'dene', 'ancak', 'şimdi', 'hesap', 'onayla', 'selfie', 'kisminda', 'birnur', 'yüz', 'tanitamadim', 'kimlik', 'foto', 'ergenlik', 'önce', 'tip', 'değişik', 'var', 'ancak', 'sürü', 'öde', 'kart', 'marka', 'kayıt', 'kabul', 'ettionlar', 'neyse', 'buda', 'düzel', 'ilerle', 'zaman', 'yazar']",1,2025-11-03 22:19:10
"['büyük', 'kolay', 'gerçekten']",5,2025-11-03 20:46:40
"['kendi', 'iste', 'dış', 'yükle']",1,2025-11-03 07:18:53
"['robot', 'kullan', 'gerek', 'yıldız']",1,2025-11-03 00:36:40
"['hesap', 'şifre', 'unut', 'şifre', 'değiş', 'illa', 'müşteri', 'temsilci', 'konuş', 'hallet', 'gerek', 'kadar', 'saçma', 'yok', 'teknoloji', 'çağ', 'şifre', 'değişik', 'ses', 'eposta', 'değiş', 'gerek', 'kullan', 'şifre', 'unut', 'değiş', 'kadar', 'zahmet', 'çek', 'hizmet', 'kötü', 'söyle', 'şifre', 'unut', 'değiş', 'kadar', 'zor', 'alternatif', 'firma', 'konu', 'iyi']",1,2025-11-02 00:24:39
"['son', 'güncelle', 'ileoğluma', 'para', 'gönder']",4,2025-11-01 16:13:28
"['papara', 'kapa', 'sonra', 'bura', 'bizikkoooo']",5,2025-11-01 16:02:26
"['yavaş', 'kart', 'sipariş', 'adres', 'gir', 'uzun', 'kelime', 'kabul', 'para', 'çek', 'ilginç']",2,2025-11-01 12:26:00
"['türlü', 'giriş', 'şifre', 'oluş', 'sonra', 'posta', 'gir', 'lütfen', 'lütfen', 'soru', 'düzel', 'iste']",1,2025-10-31 19:22:49
"['harika', 'öte']",5,2025-10-31 12:11:47
"['aycell', 'salla', 'kazan', 'kazan', 'aycell', 'puan', 'puan', 'yaz', 'puan', 'lütfen', 'sorun', 'gider']",3,2025-10-31 08:53:30
"['uzun', 'kafa', 'katistici']",2,2025-10-31 08:47:31
"['giriş', 'hata', 'hata']",1,2025-10-30 16:44:51
"['türlü', 'giriş', 'kaç', 'dene', 'kod']",1,2025-10-30 16:03:41
"['değer', 'aycell', 'zaman', 'nakit', 'para', 'transfer', 'işlem', 'kullanım', 'düşün']",1,2025-10-30 15:36:08
['güzel'],5,2025-10-30 00:31:11
"['saçma', 'iyi', 'tam', 'şifre', 'hatırla', 'kurtar', 'kod', 'hatırla', 'saçma', 'tam', 'zeka', 'geri', 'ahhahahahaha']",1,2025-10-29 23:34:52
"['turkcell', 'kullan', 'müthiş']",5,2025-10-29 18:50:37
"['hesap', 'bakiye', 'var', 'hata', 'kaybakli', 'para', 'kullan', 'müşteri', 'hizmet', 'görüş', 'ikametgah', 'belge', 'birlikte', 'türkcell', 'bayi', 'git', 'kendi', 'paramin', 'kullan', 'i̇çi̇n', 'ikametgah', 'adresi̇mi̇', 'çi̇kari̇p', 'bayi̇yemi̇', 'git', 'gerek']",1,2025-10-29 15:11:00
['loki'],5,2025-10-29 06:20:54
"['şifre', 'unut', 'seçenek', 'tıkla', 'kod', 'gönder', 'kod', 'gir', 'gir', 'sorun', 'yaşa', 'ara', 'kardeş', 'kod', 'gir', 'ara', 'ara', 'geri', 'dön', 'yaz', 'mecburen', 'geri', 'dön', 'sil', 'gönder', 'kod', 'gir', 'rağmen', 'yardımcı', 'telefon', 'yardımcı']",1,2025-10-28 22:07:10
['iyi'],5,2025-10-28 21:33:07
"['güzel', 'şık', 'gönder']",5,2025-10-28 15:31:31
"['kötü', 'gör', 'turkcell', 'kalite', 'uzak', 'vakit', 'kayıp', 'başka', 'değil']",1,2025-10-28 13:09:03
"['puan', 'yok', 'türk', 'telekom', 'ayrım', 'turkcell', 'sürü', 'i̇nternet', 'biz']",5,2025-10-28 10:40:54
"['eposta', 'gir']",1,2025-10-27 19:42:08
"['gerçekten', 'güzel', 'sorun']",5,2025-10-27 19:23:09
['iyi'],5,2025-10-27 18:17:16
"['fatura', 'öde', 'para', 'aktarım']",1,2025-10-27 16:20:52
['yardımcı'],1,2025-10-27 16:09:40
"['kart', 'aktar', 'kullan', 'var', 'ara', 'saat', 'bekle', 'yazık', 'gerçekten']",1,2025-10-27 12:51:32
"['eskiden', 'kredi', 'kart', 'öde', 'artık', 'oda', 'kullan', 'aycell', 'kart', 'havale', 'var', 'kart', 'borç', 'öde', 'var', 'böyle', 'aycell', 'öde', 'fakat', 'böyle', 'saçmalık', 'gör', 'yıldız', 'bile', 'hak', 'turkcell', 'durum', 'düzel', 'yok', 'komple', 'bırak', 'siz', 'nokta']",1,2025-10-27 11:33:06
"['cihaz', 'nbc', 'yok', 'doğrula', 'işlem', 'yarı', 'kal', 'rezalet']",1,2025-10-27 08:18:30
"['aycell', 'iyi', 'herkes', 'kullan', 'tavsiye']",5,2025-10-26 22:45:38
"['uyeligimi', 'iptal', 'hal', 'öde', 'yansiltilmiş', 'yazık', 'siz']",1,2025-10-26 12:21:11
"['değer', 'aycell', 'zaman', 'nakit', 'para', 'kullanım', 'çekim', 'düşün']",1,2025-10-26 03:29:37
"['berbat', 'para', 'transfer', 'başka', 'kendi', 'ibanima', 'para', 'yalan', 'kal', 'öyle']",1,2025-10-25 23:18:50
"['kart', 'para', 'aktar', 'aktar', 'kes', 'kendi', 'çek', 'aysel', 'kredi', 'millet', 'tuzak', 'düşür', 'para', 'başka', 'değil']",1,2025-10-25 17:10:26
"['özgür', 'halife', 'ömer', 'orman', 'gencebay', 'hayrünisa', 'unut', 'mümkün', 'alarm', 'zaman', 'i̇nternet', 'site', 'sancak', 'unut', 'sev', 'bil', 'böyle', 'çark', 'zaman', 'açıkla']",5,2025-10-24 20:36:00
"['para', 'hareket', 'komisyon', 'kesinti', 'içer', 'galaxy', 'watch', 'yük', 'telefon', 'çalış', 'saat', 'zaten', 'yara', 'var', 'anlaş', 'para', 'gönder', 'komisyon', 'yüksek', 'papara', 'geri', 'dön', 'kendi', 'onay', 'hesap', 'dahi', 'komisyon', 'para', 'gönder', 'ücret', 'alan', 'banka', 'kal', 'yahu', 'i̇stanbulkart', 'hala', 'anlaşma', 'yok', 'ayrı', 'olay']",1,2025-10-24 19:29:40
"['bugün', 'giriş', 'güvenlik', 'neden', 'oturum', 'son', 'yaz']",1,2025-10-24 16:20:52
"['aycell', 'parayatirdim', 'güvenlik', 'neden', 'işlem', 'son', 'dene', 'sebep', 'kurtar', 'şekil', 'ilgilen', 'yok', 'hesap', 'gir', 'yatır', 'para', 'kullan', 'güven', 'işlemyapmayin', 'sorun', 'ilgilen', 'kimse', 'yok']",1,2025-10-24 00:27:34
"['paycel', 'yaramaz', 'yatır', 'bile', 'para', 'kesiyorbide', 'türkel', 'olacakvodafon', 'pay', 'kart', 'ücret', 'bütün', 'tam', 'yer']",1,2025-10-23 22:15:45
"['şifre', 'unut', 'ara', 'yine', 'şifre', 'iste', 'müşteri', 'hizmet', 'ulaş', 'telefon', 'şifre', 'gönder', 'yok']",3,2025-10-23 09:26:07
"['doğrula', 'işlem', 'kötü', 'yaş', 'doğrula', 'kimlik', 'fotoğraf', 'iste', 'aile', 'izin', 'var', 'doğrula', 'fakat', 'kimlik', 'fotoğraf', 'yok', 'aile', 'kendi', 'kimlik', 'üzeri', 'doğrula', 'iste', 'pay', 'celal', 'mail', 'mesaj', 'yaz', 'fakat', 'saçma', 'saçma', 'şey', 'gönder', 'yüz', 'kötü', 'kart', 'sorun', 'çöz', 'helal', 'durum', 'diğer', 'kart', 'yok', 'kart', 'pişman', 'sorun', 'düzel', 'yıldız', 'düzel', 'kardeğişcem']",3,2025-10-22 21:10:38
"['harca', 'aylık', 'üye', 'ücret', 'öde', 'yükle']",1,2025-10-22 20:16:13
"['güzel', 'teşekkür']",5,2025-10-22 11:08:44
"['fatura', 'ücret', 'yansı', 'üye', 'değil', 'ara', 'muhatap', 'bul']",1,2025-10-22 10:59:28
"['güzel', 'puan', 'gönder', 'limit', 'yüksel', 'güzel']",5,2025-10-22 09:52:01
"['çekim', 'tutar', 'şahsi', 'kişisel', 'banka', 'hesap', 'çeki', 'konu', 'artık', 'işlem', 'sonra', 'kullan', 'müşteri', 'dikkat', 'çek', 'söyle', 'bak']",2,2025-10-22 01:42:25
"['harika', 'memnun']",5,2025-10-22 01:31:20
"['apo', 'dolayı', 'beğendi']",5,2025-10-21 21:39:12
['harika'],5,2025-10-21 19:27:57
['dolandırıcı'],1,2025-10-21 07:23:27
"['benzin', 'akaryakıt', 'yüz', 'önce', 'kazan', 'akaryakıt', 'şirket', 'kafa', 'göre', 'sil', 'zaman', 'belli', 'firma', 'üye', 'işyeri', 'lazım', 'kurumsalligi', 'açıklayıcıligi', 'öğret', 'gerek', 'san', 'koskoca', 'turkcell', 'şirket']",1,2025-10-20 20:49:33
['giriş'],5,2025-10-20 18:08:35
"['düzel', 'hata', 'paket', 'sat', 'alaca', 'kendiliğinden', 'çık']",1,2025-10-20 14:25:57
"['aycell', 'güzel', 'yıl', 'kullan', 'harika']",5,2025-10-20 13:15:44
"['türkiye', 'aycell', 'para', 'çek', 'var', 'kaldır']",4,2025-10-20 12:03:24
"['iyi', 'takım', 'özel', 'kart', 'iyi']",3,2025-10-19 21:50:49
"['aycell', 'kolay']",5,2025-10-19 19:08:40
"['gerçekten', 'beğendi', 'öğrenci', 'harika', 'finans', 'sadece', 'kesinti', 'muazzam', 'hal', 'gayet', 'başarı']",5,2025-10-18 18:13:07
"['önce', 'başka', 'kredi', 'kart', 'para', 'yükle', 'diğer', 'kart', 'öde', 'şimdi', 'öde', 'böyle']",1,2025-10-18 00:06:50
['rezil'],1,2025-10-17 21:24:38
"['haber', 'herşey', 'değiş', 'puan', 'para', 'aycell', 'kart', 'iptal', 'bravo', 'tebrik', 'şekil', 'devam']",1,2025-10-17 17:32:17
"['ciddi', 'zaman', 'kayıp', 'yaz', 'tanimayi', 'asla']",1,2025-10-17 10:47:01
"['i̇zni̇m', 'diş', 'fatura', 'yansi̇t', 'iptal', 'edi̇li̇p', 'para', 'ceki̇ldi̇', 'rezil']",1,2025-10-17 09:04:26
['allah'],5,2025-10-16 22:07:38
"['eski', 'calişmiyor', 'gir']",1,2025-10-16 21:11:41
"['çocuk', 'özellikle', 'telefon', 'kullan', 'karşı', 'dikkat', 'yok', 'uçuk', 'fatura', 'karşılaş', 'mağduriyet', 'hala', 'gider', 'asla', 'kullan']",1,2025-10-16 20:58:11
"['hiçbir', 'yer', 'para', 'yükle', 'şok', 'turkcell', 'bayi', 'yükle', 'harçlık', 'falan', 'kullan', 'iyi']",3,2025-10-16 19:34:55
"['sırf', 'yorum', 'gözük', 'yıldız', 'yıldız', 'bile', 'hak', 'sebep', 'öde', 'reddedi̇li̇yor', 'halbuki', 'kart', 'para', 'var']",5,2025-10-16 18:45:37
"['gün', 'para', 'iade', 'müşteri', 'temsilci', 'sürekli', 'gün', 'içeri', 'geçiştir', 'para', 'iade', 'direkt', 'sil', 'kullan']",1,2025-10-16 18:15:10
"['saçma', 'hafta', 'kere', 'salla', 'topla', 'var', 'puan', 'zaman', 'var', 'sil', 'yara', 'kötü', 'bari', 'birik']",2,2025-10-16 17:56:25
"['kart', 'aktar', 'bakiye', 'kullanamıyorumsanal', 'kart', 'birincil', 'kart', 'yaz', 'aycell', 'kart', 'sadece', 'aktarabildimtürkcell', 'bayii', 'çalış', 'bile', 'çöz', 'dur', 'öyle', 'iptal', 'ettimvesselamaynen', 'duruyorolmuyor']",1,2025-10-16 16:09:00
"['kod', 'öde', 'işlem', 'devam', 'sonra', 'tekrar', 'dene', 'öde', 'para', 'çık', 'geri', 'iade']",1,2025-10-16 15:08:14
"['sürekli', 'reklam', 'sıkıl', 'lütfen']",1,2025-10-16 12:06:14
"['içeri', 'sürekli', 'güvenlik', 'neden', 'tekrar', 'giriş', 'gerek', 'deyip', 'kapa']",1,2025-10-15 17:14:03
"['bilgi', 'seksen', 'hesap', 'kes', 'sebep', 'lütfen', 'bilgi', 'verim']",5,2025-10-15 12:27:54
"['mail', 'şifre', 'yenile', 'bide', 'nbc', 'iste', 'zaman', 'kim', 'telefon', 'nbc', 'düzel', 'hakaret', 'iste', 'üst', 'vergi', 'düzel', 'bide', 'yıl', 'yukarı', 'dursundiye', 'güncelle', 'günah', 'kardeş', 'biraz', 'zaman', 'geç', 'sil']",5,2025-10-13 19:40:32
"['sürekli', 'kapa']",5,2025-10-13 13:47:59
['güzel'],5,2025-10-13 01:01:18
"['kimlik', 'doğrula', 'adım', 'fark', 'cihaz', 'defalarca', 'deneme', 'rağmen', 'geç', 'araba', 'sipariş', 'ancak', 'sebep', 'dolayı', 'sipariş', 'işlem', 'insan', 'denli', 'yor']",1,2025-10-12 19:23:06
"['aycell', 'android', 'telefon', 'üzeri', 'kimlik', 'doğrula', 'işlem', 'iste', 'ancak', 'deneme', 'kimlik', 'tara', 'şekil', 'hata', 'özellikle', 'nbc', 'kimlik', 'tara', 'aşama', 'sorun', 'sürekli', 'karşı', 'çık', 'işlem', 'hiçbir', 'şekil', 'tamamla', 'güncel', 'sürüm', 'kullan', 'işlem', 'fark', 'zaman', 'defalarca', 'deneme', 'rağmen', 'sonuç', 'değiş', 'işlem', 'siverek', 'gerçek', 'aycell', 'hesap', 'bağ', 'müşteri', 'numara', 'son', 'dört', 'hane']",1,2025-10-12 19:04:15
"['başarı', 'boş', 'boşuna', 'turkcell', 'fatura', 'öde']",1,2025-10-12 13:53:50
"['salla', 'toplam', 'puan', 'saçmalık', 'cidden', 'yıldız', 'bile', 'fazla', 'perşembe', 'puan', 'açıkla']",1,2025-10-12 12:04:46
"['fatura', 'hat', 'aycell', 'limit', 'düzen', 'kullan', 'yıl', 'hala', 'düşük', 'miktar', 'limit', 'sabit', 'kal', 'saçma', 'lütfen', 'limit', 'arttırım']",5,2025-10-12 11:13:09
"['iki', 'gün', 'giriş', 'işlem', 'gerçek', 'sonra', 'dene', 'müşteri', 'hizmet', 'görüş', 'hesap', 'hiçbir', 'sorun', 'söyle', 'gir', 'şaşır', 'dış', 'çözüm', 'bekle']",1,2025-10-12 01:33:35
"['hesabi', 'rağmen', 'fatura', 'yansı', 'kap', 'rağmen', 'para', 'yansıtılmis', 'aycell', 'fatura', 'acil', 'çözüm', 'rica', 'edeyirum']",1,2025-10-12 01:24:42
"['lütfen', 'puan', 'hediye', 'hak', 'sınırsız', 'saçma', 'saçmalık', 'düzel', 'sala', 'topla', 'düzel', 'full', 'puan', 'kazı', 'kazan', 'getir', 'iyi']",3,2025-10-11 23:23:29
"['paket', 'yüklem']",1,2025-10-11 17:08:23
"['mobiotv', 'çek', 'aynı', 'dakika', 'ara', 'iptal', 'çeki', 'ücret', 'iade', 'kullan', 'ücret', 'adalet', 'haram', 'zıkkım']",1,2025-10-10 22:24:27
"['kadar', 'saçma', 'mail', 'adres', 'güncelle', 'herhangi', 'bilgi', 'güncelle', 'izin']",1,2025-10-10 17:58:48
"['kimlik', 'doğrula', 'işlem', 'hata']",1,2025-10-10 09:57:15
['rezil'],1,2025-10-07 23:42:24
"['aycell', 'pişman', 'arkadaş', 'şekil', 'yardımcı', 'kendi', 'içeri', 'bile', 'iletişim', 'geç', 'müşteri', 'hizmet', 'yönlen', 'rağmen', 'üste', 'gözük', 'yıldız', 'tavsiye', 'bulaş', 'mümkün', 'turkcell', 'aycell', 'uzak', 'dur']",5,2025-10-07 21:36:20
"['güncelle', 'iste', 'güncelle', 'şua', 'bitti', 'gir']",1,2025-10-07 12:57:48
"['aycell', 'giriş', 'numara', 'şifre', 'yaz', 'kon', 'gönder', 'kod', 'kadar', 'yetkili', 'var', 'görüş', 'çare', 'bula', 'hala', 'giriş', 'kadar', 'uğraş']",1,2025-10-06 23:39:49
"['kredi', 'kart', 'yüklem', 'mail', 'gönder', 'ilgilen', 'yok']",1,2025-10-06 18:36:45
"['yeni', 'şifre', 'oluş', 'onay', 'tuş', 'bas']",1,2025-10-06 13:26:41
"['lütfen', 'artık', 'düzel', 'iki', 'tane', 'kart', 'rağmen', 'sanal', 'başka', 'kart', 'ekle', 'kart', 'limit', 'dol', 'lüfennnn', 'düzel', 'artiikkk']",2,2025-10-05 17:55:49
"['zaman', 'gir', 'çalış', 'sürekli', 'sıkıntı', 'çık', 'kötü']",1,2025-10-05 09:48:24
"['sürekli', 'dan', 'şifre', 'iste', 'çıldırdırıcam']",1,2025-10-04 14:41:47
"['dolandırıcı', 'sahte', 'alışveriş', 'ses', 'sistem', 'insan', 'çek', 'para', 'var', 'göster', 'sen', 'borclandiran', 'sahtekar', 'turkcell', 'firma']",1,2025-10-04 08:39:33
"['fatura', 'yansı', 'limit', 'kaç', 'yenile']",5,2025-10-04 04:13:11
"['pay', 'hesabi', 'don', 'napa', 'oled', 'çağır', 'merkez', 'bile', 'erdim', 'birisuru', 'saçma', 'sapan', 'süer', 'suyeldi', 'sen', 'doğrul', 'hal', 'bile', 'bist', 'yapmdi']",1,2025-10-02 17:51:48
"['vodafone', 'öğren', 'vodafone', 'vodafone', 'kaydiye', 'var', 'kagıtcı', 'dolandırıcı', 'sistem', 'kesin', 'şekil', 'kullan', 'iste', 'kullan', 'kimse', 'kullan', 'tavsiye', 'vodafone', 'bin', 'zarar', 'uğrat', 'yüz', 'turkcell', 'geç', 'turkcell', 'şekil', 'turkcell', 'terk']",1,2025-10-02 13:45:29
"['sürekli', 'yüz', 'tanı', 'sistem', 'anlık', 'hata', 'var', 'doğrula']",1,2025-10-02 07:56:47
"['sadece', 'puan', 'gerek', 'yükle', 'bile', 'gerek', 'yok', 'arkadaş']",1,2025-10-02 00:45:31
"['böyle', 'devam', 'hata', 'bıktır', 'turkcell', 'bağ', 'kopar', 'milyon', 'para', 'kerem', 'bursinne', 'doğru', 'dürüst', 'uzman', 'teslim', 'yazık']",1,2025-10-01 23:47:26
"['doğrula', 'işlem', 'sürekli', 'hata']",1,2025-10-01 21:57:37
"['harika', 'hizmet', 'yıldız', 'hizmet']",5,2025-10-01 14:26:30
"['böyle', 'fatura', 'para', 'yansı', 'pis', 'herif', 'kabul', 'aysel', 'bil']",1,2025-10-01 04:50:49
"['sor', 'para', 'çek', 'açıkla']",2,2025-10-01 01:50:26
"['gir', 'aciliyor', 'tekrar', 'kapa', 'ekran', 'bas', 'ser']",1,2025-09-30 17:17:16
"['kötü', 'boş']",1,2025-09-30 10:19:19
"['yıldız', 'üste', 'gözük', 'böyle', 'bişi', 'gör', 'kart', 'iptal', 'aylık', 'kesin', 'çöz']",5,2025-09-29 11:50:12
['rezalet'],1,2025-09-28 20:57:39
"['para', 'gönder', 'çeşit', 'platform', 'dan', 'alışveriş', 'pos', 'kap', 'doğrula', 'selfie', 'kısım', 'adım', 'git', 'sonra', 'yeşil', 'hata', 'hata', 'sene', 'fazla', 'var', 'aycell', 'nefret', 'kapalı', 'komple', 'net', 'yet', 'artık', 'yet', 'civa', 'bina', 'merkez', 'giriş', 'aşırı', 'derece', 'abartı', 'söz', 'güvenlik', 'sistem', 'var']",1,2025-09-28 20:06:58
"['ilk', 'oyun', 'alışveriş', 'aidat', 'alan', 'yok', 'yok', 'fatura', 'geç', 'öde', 'geç', 'tahsilat', 'bedel', 'alan']",1,2025-09-28 18:52:49
"['zaman', 'israf']",1,2025-09-28 15:57:11
"['kart', 'i̇nternet', 'alışveriş', 'aktif', 'rağmen', 'i̇nternet', 'alışveriş', 'onayla', 'banka', 'izin', 'dene', 'soru', 'çöz', 'arz']",1,2025-09-28 15:46:42
['çöp'],1,2025-09-28 03:55:17
['mükemmel'],5,2025-09-28 02:01:14
"['önce', 'yorum', 'değiş', 'teşekkür', 'gerçekten', 'güzel']",5,2025-09-27 19:50:56
"['para', 'yükledimsonrasinda', 'alışveriş', 'yaptımkalan', 'para', 'çek', 'lira', 'ücret', 'talep', 'ediyorkendi', 'para', 'kendi', 'hesap', 'geri', 'çek', 'para', 'öde', 'zorundasınızuzak', 'dur']",1,2025-09-27 14:14:13
['güzel'],5,2025-09-27 11:52:50
"['numara', 'üzeri', 'aycell', 'gir', 'alışveriş', 'şey', 'fatura', 'öde', 'zor', 'değil', 'lütfen', 'yardım']",5,2025-09-27 10:27:35
"['giriş', 'zor', 'saçma']",1,2025-09-27 01:27:22
"['oldukça', 'iyi', 'sıkıntı', 'yok', 'hafta', 'boyunca', 'kullan', 'sıkıntı', 'çek']",5,2025-09-26 23:58:26
"['telefon', 'sal', 'boş', 'hediye', 'gör']",1,2025-09-26 23:54:59
"['sevgi', 'sadakat', 'vesselam']",5,2025-09-26 23:48:18
"['ilk', 'alışveriş', 'iade', 'mesaj', 'iade', 'yet', 'aylık', 'ücret', 'iptal', 'uğraş', 'dur', 'ülke', 'izin', 'yalan', 'dolandırıcı', 'resmi', 'izin', 'milyonlarca', 'hesap']",1,2025-09-26 17:47:26
"['berbat', 'ilk', 'yurt', 'dış', 'transfer', 'sistem', 'hata', 'üst', 'para', 'bloke', 'koy']",1,2025-09-26 15:40:39
['güzel'],5,2025-09-26 09:27:18
['güzel'],5,2025-09-25 17:12:23
['süper'],5,2025-09-25 15:18:07
"['öde', 'sürekli', 'hata']",1,2025-09-25 00:05:19
"['dünya', 'gerek']",1,2025-09-24 20:06:57
"['mobil', 'veri', 'işlem', 'huy', 'son', 'artık', 'anne', 'sim', 'anne', 'zor', 'ikna', 'telefon', 'hesap', 'girdi', 'zan', 'hala', 'mobil', 'veri', 'iste', 'kendi', 'kart', 'ekle', 'kesin', 'artık']",3,2025-09-24 19:44:45
"['siz', 'allah', 'bela', 'kar', 'lira', 'para', 'falan', 'neyse', 'oyun', 'biraz', 'birşey', 'iste', 'hata', 'saat', 'uğraş', 'kart', 'para', 'yok', 'bakiye', 'gözük', 'alışveriş', 'gerçekten', 'söz', 'bul', 'yazık', 'geçen', 'zaman']",1,2025-09-24 17:52:02
"['kampanya', 'kullan', 'inan', 'avantaj', 'özellikle', 'turkcell', 'müşteri', 'banka', 'aksine', 'kampanya', 'fayda', 'harca', 'bile', 'yet', 'fatura', 'öde', 'kıymet', 'maden', 'işlem', 'yıl', 'son', 'kadar', 'ücret', 'kimlik', 'doğrula', 'problem', 'yaşa', 'turkcell', 'bayi', 'git', 'kolay', 'çöz', 'müşteri', 'hizmet', 'mesai', 'saat', 'içeri', 'ara', 'rahat', 'ulaş', 'kalite', 'hizmet']",5,2025-09-24 16:22:31
['iyi'],5,2025-09-24 15:03:36
"['kayıt', 'oluş', 'hata', 'işlem', 'şua', 'gerçek']",1,2025-09-24 11:10:29
"['giriş', 'işlem', 'gerceklestiremiyiruz', 'yazı', 'karşılaş', 'sürekli']",2,2025-09-23 09:58:25
"['şifre', 'belirle', 'iste', 'fark', 'sayı', 'kullan', 'artı', 'fatura', 'yansı', 'tarih', 'güncelle', 'var']",1,2025-09-23 08:46:13
"['merhaba', 'şifre', 'unut', 'giriş', 'yeni', 'şifre', 'sorun', 'safir', 'yardımcı']",3,2025-09-22 16:45:35
"['kimlik', 'dogrulamasini', 'gerek', 'goruntuyle', 'uyusturamiyor', 'bile', 'sonra', 'tekrar', 'deneyi̇ni̇z', 'i̇slemi̇ni̇zi̇', 'gerceklesti̇remi̇yoruz', 'yaris', 'cüzdan', 'kullanilabi̇lecrk', 'değil', 'geli̇sti̇ri̇lmesi̇', 'gerek']",1,2025-09-22 16:05:03
"['giriş', 'işlem', 'gerçek', 'güvenlik', 'neden', 'oturum', 'son', 'türkiye', 'paha', 'operatör', 'müthiş', 'kadar']",1,2025-09-21 18:36:13
"['olay', 'store', 'gir', 'para', 'gir']",1,2025-09-21 17:29:01
"['iki', 'salla', 'topla', 'mesaj', 'bak', 'yok']",5,2025-09-21 11:56:18
"['merhaba', 'önce', 'bil', 'sürü', 'sanal', 'kart', 'oluş', 'sil', 'çalış', 'yeni', 'kart', 'ekle', 'çalış', 'maksimum', 'adet', 'ulaş', 'boşuna', 'market', 'aycell', 'kart', 'lütfen', 'sanal', 'kart', 'sil']",5,2025-09-21 10:27:52
